date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:23:25	198504/198504	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2015:06:29%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	D:Temalar/classcentral3/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
15:23:25	35437/35437	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2013:28:33%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	D:Temalar/classcentral3/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
15:23:26	145276/145276	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2015:08:44%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	D:Temalar/classcentral3/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
15:23:26	153472/153472	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2015:06:52%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	D:Temalar/classcentral3/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
15:23:26	822102/822102	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2012:23:26%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	D:Temalar/classcentral3/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
15:23:27	176730/176730	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2015:06:17%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	D:Temalar/classcentral3/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
15:23:27	178587/178587	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2015:05:02%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	D:Temalar/classcentral3/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
15:23:27	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	D:Temalar/classcentral3/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
15:23:27	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2012:23:36%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	D:Temalar/classcentral3/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
15:23:28	5751/5751	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2023:48:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	D:Temalar/classcentral3/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
